SERVICE_REQUEST_NUMBER,ADDRESS,CITY_COUNCIL_DISTRICT,DEPARTMENT,SERVICE_REQUEST_TYPE,ERT(ESTIMATED_RESPONSE_TIME),ERT_MEASURED_IN,OVERALL_SERVICE_REQUEST_DUE_DATE,STATUS,CREATED_DATE,UPDATED_DATE,CLOSED_DATE,OUTCOME,PRIORITY,METHOD_RECEIVED_DESC,LAT_LONG_VALUE,UNIQUE_KEY
19-01225428,"1400 S AKARD ST, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/25/2019 11:59:00 PM,Closed,10/16/2019 03:01:05 PM,01/27/2020 02:22:05 AM,10/16/2019 03:01:05 PM,Investigation Complete,Standard,API,"(32.77060918206232000,-96.79262905950479000)",500t000000NWi2PAAT
19-01251352,"7102 LAKE JUNE RD, DALLAS, TX, 75217",5,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/01/2020 11:59:00 PM,Closed,10/23/2019 04:38:08 PM,01/27/2020 02:43:19 AM,10/23/2019 04:38:08 PM,Investigation Complete,Standard,API,"(32.73413316633433000,-96.69995123110084000)",500t000000NrNOaAAN
19-01409377,"4402 LEMMON AVE, DALLAS, TX, 75219",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/14/2020 11:59:00 PM,New,12/07/2019 03:01:43 PM,01/27/2020 02:54:36 AM,12/07/2019 03:01:43 PM,,Standard,Phone,"(32.81810629078163500,-96.81246801222743000)",500t000000OegIeAAJ
19-01298765,"4837 GASTON AVE, DALLAS, TX, 75246",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/15/2020 11:59:00 PM,Closed (Duplicate),11/06/2019 12:08:28 PM,01/27/2020 01:57:22 AM,11/06/2019 12:08:28 PM,Investigation Complete,Standard,API,"(32.79945002042184000,-96.77041686290899000)",500t000000NiJnZAAV
19-01313403,"500 S HASKELL AVE, DALLAS, TX, 75223",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/20/2020 11:59:00 PM,Closed (Duplicate),11/11/2019 08:33:08 AM,01/27/2020 02:47:43 AM,11/11/2019 08:33:08 AM,Investigation Complete,Standard,API,"(32.78669825407432000,-96.76821160504000000)",500t000000ObQe9AAF
19-01303847,"5430 LEWIS ST, DALLAS, TX, 75206",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/16/2020 11:59:00 PM,Closed,11/07/2019 01:28:33 PM,01/27/2020 01:57:57 AM,11/07/2019 01:28:33 PM,Investigation Complete,Standard,API,"(32.81209962621934000,-96.77146398350577000)",500t000000NiUBbAAN
19-01171457,"2650 MAIN ST, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/11/2019 11:59:00 PM,Closed (Duplicate),10/02/2019 06:32:58 AM,01/27/2020 01:14:15 AM,10/02/2019 06:32:58 AM,Investigation Complete,Standard,API,"(32.78346113601486000,-96.78519460886415000)",500t000000N3ZItAAN
19-01385129,"N CENTRAL EXPY SB & WALNUT HILL LN, DALLAS, TX, 75231",13,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,12/16/2019 09:27:27 AM,Closed,12/02/2019 09:27:27 AM,01/27/2020 02:37:15 AM,12/02/2019 09:27:27 AM,Work Completed,Standard,Phone,"(32.87999112307807000,-96.77028365481617000)",500t000000OdtN1AAJ
20-00073268,"6388 LA COSA DR, DALLAS, TX, 75248",11,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,02/12/2020 11:59:00 PM,In Progress,01/23/2020 07:33:52 AM,01/27/2020 02:11:28 AM,01/23/2020 07:33:52 AM,,Standard,Phone,"(32.95948978231040000,-96.79626356158624000)",500t000000R3O7kAAF
20-00035299,"1904 PROVINCE LN, DALLAS, TX, 75228",9,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,01/31/2020 11:59:00 PM,Closed,01/12/2020 09:06:00 AM,01/27/2020 01:36:23 AM,01/12/2020 09:06:00 AM,Work Completed,Standard,API,"(32.82463518308896500,-96.68378433778635000)",500t000000Q0m4RAAR
19-01423512,"3542 CORTEZ DR, DALLAS, TX, 75220",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/19/2020 11:59:00 PM,In Progress,12/11/2019 02:33:12 PM,01/27/2020 02:03:55 AM,12/11/2019 02:33:12 PM,,Standard,API,"(32.86625051200990600,-96.86035983571406000)",500t000000OfHGuAAN
20-00038071,"ARAPAHO RD & HILLCREST RD, DALLAS, TX, 75248",11,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,01/28/2020 12:01:14 PM,Closed,01/13/2020 12:01:14 PM,01/27/2020 01:36:36 AM,01/13/2020 12:01:14 PM,Work Completed,Standard,Proactive,"(32.96204244520081500,-96.78647782269310000)",500t000000Q12EtAAJ
19-01263981,"2197 W NORTHWEST HWY, DALLAS, TX, 75220",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/06/2020 11:59:00 PM,Closed,10/28/2019 08:07:54 AM,01/27/2020 01:52:37 AM,10/28/2019 08:07:54 AM,Investigation Complete,Standard,API,"(32.86495255327261600,-96.90061058786340000)",500t000000NtLirAAF
19-01318961,"11502 WYATT ST, DALLAS, TX, 75218",9,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/21/2020 11:59:00 PM,Closed,11/12/2019 09:58:00 AM,01/27/2020 02:48:42 AM,11/12/2019 09:58:00 AM,Investigation Complete,Standard,API,"(32.85225281854907000,-96.68139257763873000)",500t000000ObbWaAAJ
19-01308588,"7424 MOHAWK DR, DALLAS, TX, 75235",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/17/2020 11:59:00 PM,In Progress,11/08/2019 01:55:10 PM,01/27/2020 01:58:36 AM,11/08/2019 01:55:10 PM,,Standard,Phone,"(32.83282522282114000,-96.85325661086131000)",500t000000NieJuAAJ
19-01242492,"DICKASON AVE & WYCLIFF AVE, DALLAS, TX, 75219",2,Transportation,Graffiti Traffic Sign - TRN,5 Business Days,Business Days,11/05/2019 11:59:00 PM,Closed,10/22/2019 12:33:45 AM,01/27/2020 02:42:16 AM,10/22/2019 12:33:45 AM,Work Completed,Standard,API,"(32.81305975605095400,-96.81554208642413000)",500t000000NZfUSAA1
19-01306159,"10433 GARLAND RD, DALLAS, TX, 75218",9,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/17/2020 11:59:00 PM,Closed,11/08/2019 08:20:50 AM,01/27/2020 01:58:24 AM,11/08/2019 08:20:50 AM,Investigation Complete,Standard,API,"(32.84240004714000000,-96.69193938370957000)",500t000000NiZvyAAF
19-01418193,"2021 GLENCOE ST, DALLAS, TX, 75206",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/18/2020 11:59:00 PM,In Progress,12/10/2019 01:59:50 PM,01/27/2020 02:55:11 AM,12/10/2019 01:59:50 PM,,Standard,API,"(32.81466882594990000,-96.77759653063465000)",500t000000Of2DRAAZ
19-01211061,"5005 SAN JACINTO ST, DALLAS, TX, 75206",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/20/2019 11:59:00 PM,Closed,10/12/2019 02:28:22 PM,01/27/2020 02:49:22 AM,10/12/2019 02:28:22 PM,Investigation Complete,Standard,API,"(32.80628948670119600,-96.77414047807076000)",500t000000N6PXdAAN
19-01410302,"634 S AKARD ST, DALLAS, TX, 75201",2,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,12/26/2019 11:59:00 PM,Closed (Transferred),12/08/2019 05:55:47 PM,01/27/2020 02:54:56 AM,12/08/2019 05:55:47 PM,Request Transferred,Standard,API,"(32.77614868396498000,-96.79797934969127000)",500t000000Oei9jAAB
19-01241994,"5903 SINGLETON BLVD, DALLAS, TX, 75212",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/30/2019 11:59:00 PM,In Progress,10/21/2019 04:41:07 PM,01/27/2020 02:53:46 AM,10/21/2019 04:41:07 PM,,Standard,API,"(32.77872801422079000,-96.91554438923168000)",500t000000NZaRxAAL
19-01427633,"4522 ROSS AVE, DALLAS, TX, 75204",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/20/2020 11:59:00 PM,In Progress,12/12/2019 01:53:04 PM,01/27/2020 02:04:27 AM,12/12/2019 01:53:04 PM,,Standard,API,"(32.80291374457945600,-96.77994988018706000)",500t000000OfTORAA3
19-01354355,"7690 N CENTRAL SERV NB, DALLAS, TX, 75206",14,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,12/11/2019 11:59:00 PM,Closed,11/21/2019 07:26:08 AM,01/27/2020 02:46:56 AM,11/21/2019 07:26:08 AM,Work Could not be Completed,Standard,API,"(32.85689000427736000,-96.76980645359778000)",500t000000Oco5eAAB
20-00042038,"3243 BOWEN ST, DALLAS, TX, 75204",14,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,02/05/2020 11:59:00 PM,Closed,01/14/2020 11:12:29 AM,01/27/2020 02:01:18 AM,01/14/2020 11:12:29 AM,No Action Required,Standard,Phone,"(32.80421992104546500,-96.80298373013790000)",500t000000Q1CXRAA3
19-01356422,"4830 SAMUELL BLVD, DALLAS, TX, 75227",7,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/30/2020 11:59:00 PM,Closed,11/21/2019 12:53:00 PM,01/27/2020 02:47:00 AM,11/21/2019 12:53:00 PM,Investigation Complete,Standard,API,"(32.79281084762467000,-96.71355332687399000)",500t000000Ocs8SAAR
20-00028108,"CENTRE ST & S MADISON AVE, DALLAS, TX, 75208",1,Transportation,Graffiti Traffic Sign - TRN,5 Business Days,Business Days,01/24/2020 11:59:00 PM,Closed,01/09/2020 03:30:31 PM,01/27/2020 02:07:00 AM,01/09/2020 03:30:31 PM,Work Completed,Standard,API,"(32.74226748953764000,-96.82649032009503000)",500t000000Q0WwuAAF
20-00021361,"500 N MUNGER BLVD, DALLAS, TX, 75214",14,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,01/23/2020 08:40:49 AM,Closed,01/08/2020 08:40:50 AM,01/27/2020 02:35:08 AM,01/08/2020 08:40:50 AM,Work Completed,Standard,Proactive,"(32.80088935166387000,-96.76319437829925000)",500t000000Q0H0wAAF
19-01440531,"6617 SANTA FE AVE, DALLAS, TX, 75223",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/25/2020 11:59:00 PM,New,12/17/2019 09:01:15 AM,01/27/2020 02:05:20 AM,12/17/2019 09:01:15 AM,,Standard,Phone,"(32.80655448057407000,-96.74604463967475000)",500t000000Pxfr9AAB
19-01247907,"7905 UMPHRESS RD, DALLAS, TX, 75217",5,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/01/2020 11:59:00 PM,Closed,10/23/2019 08:43:20 AM,01/27/2020 02:43:07 AM,10/23/2019 08:43:20 AM,Investigation Complete,Standard,API,"(32.74287812007737000,-96.68704299239519000)",500t000000NaFW6AAN
19-01378269,"332 W JEFFERSON BLVD, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/05/2020 11:59:00 PM,In Progress,11/27/2019 02:18:33 PM,01/27/2020 02:39:21 AM,11/27/2019 02:18:33 PM,,Standard,API,"(32.74295779112352000,-96.82711176912480000)",500t000000OdddXAAR
19-01387634,"1200 E JEFFERSON BLVD, DALLAS, TX, 75203",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/10/2020 11:59:00 PM,Closed,12/02/2019 02:39:28 PM,01/27/2020 02:39:29 AM,12/02/2019 02:39:28 PM,Investigation Complete,Standard,API,"(32.75490008551762000,-96.81063753499349000)",500t000000Ody9iAAB
19-01425723,"4802 CAPITOL AVE, DALLAS, TX, 75204",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/20/2020 11:59:00 PM,In Progress,12/12/2019 09:18:15 AM,01/27/2020 02:28:36 AM,12/12/2019 09:18:15 AM,,Standard,API,"(32.81060110329206500,-96.78271760324750000)",500t000000OfPGJAA3
19-01250300,"940 HARLANDALE AVE, DALLAS, TX, 75216",4,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/01/2020 11:59:00 PM,In Progress,10/23/2019 02:04:42 PM,01/27/2020 02:43:13 AM,10/23/2019 02:04:42 PM,,Standard,API,"(32.73839373130574000,-96.81015806722188000)",500t000000NrH0wAAF
19-01222062,"5200 BRYAN ST, DALLAS, TX, 75206",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/25/2019 11:59:00 PM,Closed,10/16/2019 07:28:08 AM,01/27/2020 02:50:38 AM,10/16/2019 07:28:08 AM,Investigation Complete,Standard,API,"(32.80663795353172000,-96.76995487462354000)",500t000000NWSC8AAP
19-01430830,"702 S ERVAY ST, DALLAS, TX, 75201",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/21/2020 11:59:00 PM,Closed,12/13/2019 10:59:15 AM,01/27/2020 02:29:02 AM,12/13/2019 10:59:15 AM,Investigation Complete,Standard,API,"(32.77661591118262000,-96.79545509497203000)",500t000000PxJvzAAF
19-01224690,"1222 FORT WORTH AVE, DALLAS, TX, 75208",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/25/2019 11:59:00 PM,In Progress,10/16/2019 01:33:50 PM,01/27/2020 02:21:37 AM,10/16/2019 01:33:50 PM,,Standard,API,"(32.76695466291770000,-96.84030463360442000)",500t000000NWeZZAA1
20-00030257,"ROSS AVE & ROUTH ST, DALLAS, TX, 75201",14,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,01/31/2020 11:59:00 PM,Closed,01/10/2020 10:19:49 AM,01/27/2020 01:35:34 AM,01/10/2020 10:19:49 AM,Work Completed,Standard,Phone,"(32.79062800382095000,-96.79481923622464000)",500t000000Q0cVUAAZ
19-01171954,"2835 OBANNON DR, DALLAS, TX, 75224",4,Public Works,Graffiti City Streets & Bridges - PBW,7 Business Days,Business Days,10/22/2019 10:59:00 PM,Closed,10/02/2019 08:01:46 AM,01/27/2020 12:56:53 AM,10/02/2019 08:01:46 AM,Work Completed,Standard,Phone,"(32.71352807011637500,-96.83289767877723000)",500t000000N3adOAAR
20-00016937,"CANTON ST & S CESAR CHAVEZ BLVD, DALLAS, TX, 75201",2,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,01/22/2020 07:25:15 AM,Closed,01/07/2020 07:25:15 AM,01/27/2020 12:27:17 AM,01/07/2020 07:25:15 AM,Work Completed,Standard,Proactive,"(32.78020743148392000,-96.78990415165688000)",500t000000Q06BHAAZ
19-01193313,"406 S HASKELL AVE, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/17/2019 11:59:00 PM,Closed,10/08/2019 08:21:16 AM,01/27/2020 02:32:18 AM,10/08/2019 08:21:16 AM,Investigation Complete,Standard,API,"(32.78722390134315400,-96.76882272501997000)",500t000000N52YUAAZ
19-01339645,"2931 ELM ST, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/27/2020 11:59:00 PM,Closed,11/18/2019 07:18:11 AM,01/27/2020 02:40:56 AM,11/18/2019 07:18:11 AM,Investigation Complete,Standard,API,"(32.78513606137090600,-96.78196639155648000)",500t000000OcJLbAAN
19-01355553,"318 CADIZ ST, DALLAS, TX, 75207",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/30/2020 11:59:00 PM,Closed,11/21/2019 10:42:41 AM,01/27/2020 02:46:48 AM,11/21/2019 10:42:41 AM,Investigation Complete,Standard,API,"(32.76708717613336600,-96.80281657183566000)",500t000000OcqVqAAJ
19-01169490,"2460 SOUTHWELL RD, DALLAS, TX, 75229",6,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/10/2019 11:59:00 PM,Closed,10/01/2019 01:25:28 PM,01/27/2020 01:13:27 AM,10/01/2019 01:25:28 PM,Investigation Complete,Standard,API,"(32.88617041408913600,-96.89509746799300000)",500t000000N3NpcAAF
20-00022292,"2768 W ILLINOIS AVE, DALLAS, TX, 75233",3,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,01/23/2020 10:47:14 AM,Closed,01/08/2020 10:47:14 AM,01/27/2020 02:06:22 AM,01/08/2020 10:47:14 AM,Work Could not be Completed,Standard,API,"(32.72012871384535500,-96.86547401641018000)",500t000000Q0J00AAF
19-01166675,"S HAMPTON RD & PERRYTON DR, DALLAS, TX, 75224",4,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,10/15/2019 07:09:24 AM,Closed,10/01/2019 07:09:24 AM,01/27/2020 01:13:19 AM,10/01/2019 07:09:24 AM,Work Completed,Standard,Proactive,"(32.71420172002858000,-96.85710652295744000)",500t000000N3DZdAAN
19-01188679,"4791 VICTOR ST, DALLAS, TX, 75246",2,Transportation,Graffiti Traffic Sign - TRN,5 Business Days,Business Days,10/21/2019 10:59:00 PM,Closed,10/07/2019 07:55:01 AM,01/27/2020 01:54:47 AM,10/07/2019 07:55:01 AM,Work Could not be Completed,Standard,API,"(32.79602172920188000,-96.76750000131920000)",500t000000N4fOHAAZ
19-01269404,"4850 BRASHEAR ST, DALLAS, TX, 75210",7,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/07/2020 11:59:00 PM,Closed,10/29/2019 10:04:44 AM,01/27/2020 02:51:40 AM,10/29/2019 10:04:44 AM,Investigation Complete,Standard,API,"(32.77686682486477000,-96.73979479608880000)",500t000000NuHjTAAV
19-01392244,"3808 ROSS AVE, DALLAS, TX, 75204",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/11/2020 11:59:00 PM,Closed,12/03/2019 02:34:38 PM,01/27/2020 02:37:28 AM,12/03/2019 02:34:38 PM,Investigation Complete,Standard,API,"(32.79789852961552000,-96.78592412165405000)",500t000000Oe84OAAR
19-01361465,"1300 CORINTH ST, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/31/2020 11:59:00 PM,Closed,11/22/2019 02:18:36 PM,01/27/2020 02:23:22 AM,11/22/2019 02:18:36 PM,Investigation Complete,Standard,API,"(32.76593801346569000,-96.78805888382757000)",500t000000Od2HPAAZ
19-01221323,"722 S HASKELL AVE, DALLAS, TX, 75223",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/24/2019 11:59:00 PM,Closed (Duplicate),10/15/2019 04:12:52 PM,01/27/2020 02:50:11 AM,10/15/2019 04:12:52 PM,Investigation Complete,Standard,API,"(32.78507469885922600,-96.76630960117892000)",500t000000NWK1vAAH
19-01221245,"2976 CUMMINGS ST, DALLAS, TX, 75216",4,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/24/2019 11:59:00 PM,Closed,10/15/2019 03:58:33 PM,01/27/2020 02:50:27 AM,10/15/2019 03:58:33 PM,Investigation Complete,Standard,API,"(32.69944748051067000,-96.77123032246048000)",500t000000NWJN3AAP
19-01273493,"4903 WORTH ST, DALLAS, TX, 75214",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/08/2020 11:59:00 PM,Closed,10/30/2019 09:18:48 AM,01/27/2020 02:40:25 AM,10/30/2019 09:18:48 AM,Investigation Complete,Standard,API,"(32.79877379738676000,-96.76760253343416000)",500t000000Nup8lAAB
19-01213970,"135 W 10TH ST, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/23/2019 11:59:00 PM,Closed,10/14/2019 09:43:18 AM,01/27/2020 02:49:26 AM,10/14/2019 09:43:18 AM,Investigation Complete,Standard,API,"(32.74521418858596000,-96.82345013239173000)",500t000000N6X2dAAF
19-01337455,"3933 EAST SIDE AVE, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/24/2020 11:59:00 PM,In Progress,11/16/2019 10:51:55 AM,01/27/2020 02:41:37 AM,11/16/2019 10:51:55 AM,,Standard,API,"(32.78641212505748000,-96.77194224261692000)",500t000000OcEFJAA3
19-01261774,"1323 WALL ST, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/03/2020 11:59:00 PM,Closed,10/26/2019 02:24:38 PM,01/27/2020 01:52:24 AM,10/26/2019 02:24:38 PM,Investigation Complete,Standard,API,"(32.76982145736385400,-96.79451939895215000)",500t000000NseAFAAZ
19-01281568,"1827 KINGSLEY DR, DALLAS, TX, 75216",3,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/10/2020 11:59:00 PM,Closed,11/01/2019 09:48:37 AM,01/27/2020 02:09:59 AM,11/01/2019 09:48:37 AM,Investigation Complete,Standard,API,"(32.68792338859095000,-96.79481124030019000)",500t000000Nv66mAAB
19-01415964,"3940 CAPITOL AVE, DALLAS, TX, 75204",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/18/2020 11:59:00 PM,In Progress,12/10/2019 09:34:12 AM,01/27/2020 02:02:49 AM,12/10/2019 09:34:12 AM,,Standard,API,"(32.80541823925205000,-96.78909118411373000)",500t000000OexwIAAR
19-01346319,"3002 CANTON ST, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/28/2020 11:59:00 PM,Closed,11/19/2019 11:33:32 AM,01/27/2020 02:46:24 AM,11/19/2019 11:33:32 AM,Investigation Complete,Standard,API,"(32.78270108783447000,-96.77999590594293000)",500t000000OcXToAAN
19-01400212,"4800 COLUMBIA AVE, DALLAS, TX, 75226",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/13/2020 11:59:00 PM,Closed,12/05/2019 08:48:41 AM,01/27/2020 02:38:23 AM,12/05/2019 08:48:41 AM,Investigation Complete,Standard,API,"(32.79422467116402400,-96.76444790981465000)",500t000000OeOJVAA3
19-01222614,"401 CORINTH ST, DALLAS, TX, 75207",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/25/2019 11:59:00 PM,Closed,10/16/2019 08:38:59 AM,01/27/2020 02:49:57 AM,10/16/2019 08:38:59 AM,Investigation Complete,Standard,API,"(32.76060970014208000,-96.79378663568644000)",500t000000NWTiAAAX
19-01429153,"1213 N WASHINGTON AVE, DALLAS, TX, 75204",14,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,02/20/2020 11:59:00 PM,In Progress,12/12/2019 05:53:24 PM,01/27/2020 02:04:27 AM,12/12/2019 05:53:24 PM,,Standard,API,"(32.79371232675540000,-96.78146266343549000)",500t000000OfWREAA3
19-01189422,"400 S CARROLL AVE, DALLAS, TX, 75223",2,Transportation,Graffiti Traffic Signal - TRN,5 Business Days,Business Days,10/21/2019 09:37:11 AM,Closed,10/07/2019 09:37:11 AM,01/27/2020 01:54:25 AM,10/07/2019 09:37:11 AM,Work Completed,Standard,Proactive,"(32.78984708529796400,-96.76530394808570000)",500t000000N4hjRAAR
19-01214133,"311 S ZANG BLVD, DALLAS, TX, 75208",1,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,12/23/2019 11:59:00 PM,New,10/14/2019 10:03:03 AM,01/27/2020 02:49:44 AM,10/14/2019 10:03:03 AM,,Standard,API,"(32.74258975482107600,-96.82481880477792000)",500t000000N6XehAAF
19-01307882,"2015 CORINTH ST, DALLAS, TX, 75215",2,Code Compliance,Graffiti Private Property - CCS,5 Business Days,Business Days,01/17/2020 11:59:00 PM,Closed,11/08/2019 12:13:54 PM,01/27/2020 01:58:34 AM,11/08/2019 12:13:54 PM,Investigation Complete,Standard,API,"(32.77176750493362000,-96.78230391622360000)",500t000000Nid16AAB
